;id;Landkreis;Einwohner_pro_qkm;Bevölkerung;anteil_bevölkerung_0_bis_44;arbeitslosenqoute;pkw_bestand_je_tsd_einwohner;bip_je_erwerbstätigen;krankenhausbetten_je_tsd_einwohner
373;15087;Mansfeld-Südharz;93;134942;0.373;0.094;585.7;54984.0;5.6
374;15088;Saalekreis;128;183815;0.41500000000000004;0.063;614.7;75433.0;3.4
375;15089;Salzlandkreis;132;189125;0.395;0.083;551.6;62329.0;6.8
376;15090;Stendal;46;111190;0.404;0.087;566.1;61924.0;8.8
377;15091;Wittenberg;65;124953;0.38;0.062;597.6;61297.0;4.5
378;16051;Erfurt, Stadt;793;213981;0.509;0.057;453.4;58761.0;8.0
379;16052;Gera, Stadt;612;93125;0.409;0.081;486.0;55456.0;10.3
380;16053;Jena, Stadt;970;111343;0.565;0.052;404.0;65004.0;12.7
381;16054;Suhl, Stadt;260;36789;0.3669999999999999;0.05;586.3;52355.0;14.4
382;16055;Weimar, Stadt;772;65228;0.5089999999999999;0.0559999999999999;446.7;57154.0;9.2
383;16056;Eisenach, Stadt;406;42250;0.44599999999999995;0.064;511.8;60057.0;9.3
384;16061;Eichsfeld;106;100006;0.45499999999999996;0.039;596.7;57397.0;4.2
385;16062;Nordhausen;117;83416;0.427;0.07;562.2;57151.0;11.6
386;16063;Wartburgkreis;94;118974;0.41500000000000004;0.039;597.8;63744.0;4.3
387;16064;Unstrut-Hainich-Kreis;104;102232;0.43;0.068;550.2;56098.0;12.4
388;16065;Kyffhäuserkreis;72;74212;0.395;0.079;591.7;58094.0;6.1
389;16066;Schmalkalden-Meiningen;100;124916;0.413;0.04;621.6;56700.0;5.8
390;16067;Gotha;144;134908;0.433;0.051;559.1;59256.0;3.7
391;16068;Sömmerda;86;69427;0.42300000000000004;0.055;577.0;58921.0;6.326932668329178
392;16069;Hildburghausen;67;63197;0.42200000000000004;0.034;618.0;61877.0;7.9
393;16070;Ilm-Kreis;132;106249;0.439;0.049;537.7;64125.0;5.2
394;16071;Weimarer Land;102;82156;0.43499999999999994;0.04;586.3;63158.0;12.8
395;16072;Sonneberg;125;57717;0.392;0.038;618.8;60725.0;6.8
396;16073;Saalfeld-Rudolstadt;102;103199;0.3849999999999999;0.053;566.1;60062.0;9.2
397;16074;Saale-Holzland-Kreis;102;82950;0.415;0.0409999999999999;593.9;55528.0;7.8
398;16075;Saale-Orla-Kreis;70;80312;0.402;0.046;622.1;59192.0;1.5
399;16076;Greiz;115;97398;0.372;0.046;615.2;58795.0;4.1
400;16077;Altenburger Land;157;89393;0.3709999999999999;0.071;569.6;56640.0;6.8
